cultural_score,relational_score,demographic_score,article_name,abstract,jstor_url,year,journal_title,edited_filename
0,0,0,Seven Deadly Syndromes of Management and Organization: The View from Evolutionary Psychology,"It is argued that organizational designs and management processes mediate between the givens of human nature and environmental forces, and that different resolutions have varying consequences for the quality of human experience in organizations. Some of these are plainly bad for people and bad for business. Seven of the most common pathologies of contemporary business are analysed through the evolutionary psychology lens, in terms of their causes and manifestations. The paper concludes by considering how different ways of organizing and managing might run more smoothly with the grain of human nature.",https://www.jstor.org/stable/3108122,1972,Managerial and Decision Economics,10.2307_3108122
0,1,0,Do Firm and State Antitakeover Provisions Affect How Well CEOs Earn Their Pay?,"The relationship between CEO pay-adjusted firm performance and firm-specific antitakeover amendments and state antitakeover laws is examined. The findings suggest that the potential entrenchment resulting from the reduced threat of external control provided by antitakeover provisions may allow the CEO to deliver a lower level of firm performance relative to their compensation. At first glance, the state antitakeover provisions appear to be insignificant in the presence of firm-specific amendments. However, further analysis reveals they can play an important role, in some cases reinforcing the effects of the firm-specific amendments. With respect to the firm-specific amendments, the negative relation is associated with the presence of blank check preferred stock and poison pill amendments.",https://www.jstor.org/stable/3108136,1991,Managerial and Decision Economics,10.2307_3108136
0,0,0,The Impact of Anti-Takeover Charter Amendments on Expectations of Future Earnings and Takeover Activity,"In this study, additional evidence of the impact of anti-takeover amendments on firm earnings and subsequent takeover activity is presented. It is found that analysts' projections of financial performance measures do not appear to be altered by the adoption of anti-takeover amendments. Additionally, it is found that the anti-takeover charter amendments do not impact either takeover activity or takeover premiums following their adoption. Thus, anti-takeover amendments appear to have few, if any, consequences to shareholders.",https://www.jstor.org/stable/3108160,1992,Managerial and Decision Economics,10.2307_3108160
0,0,0,Management Optimism and Corporate Acquisitions: Evidence from Insider Trading,"In this study we integrate evidence about managers' personal beliefs about their firms' prospects into an analysis of managerial decisions on acquisitions and takeover resistance. We examine insider trading (a proxy for personal beliefs) around significant corporate acquisitions and find little cross-sectional differences in the trading patterns of all managers around an acquisition. In general, the insiders do not change their trading patterns in the period when their firm is making an important corporate acquisition. We still obtain this result after controlling for the announcement-day abnormal return. We also find that while managers of firms that do not become takeover targets themselves and of firms that are eventually targets of friendly bids earn positive abnormal returns in the period after their trade, this is not true for managers of firms that are later subject to a hostile bid.",https://www.jstor.org/stable/3108228,1990,Managerial and Decision Economics,10.2307_3108228
0,0,1,Plant Scale in Entry Decisions: A Comparison of Start-Ups and Established Firm Entrants,This paper examines the competitive advantage enjoyed by established firms over start-up firms in their choice of plant scale when entering industries. We hypothesize that established firms will enter at smaller scale because they have the opportunity to substitute other resources and advantages for the cost disadvantages that result from small scale. We find that established firms enter with lower scale plants which suggests that they have access to resources that allow them to be competitive at lower scales.,https://www.jstor.org/stable/3108325,1982,Managerial and Decision Economics,10.2307_3108325
0,0,0,Monitoring the Productivity of a State Highway Maintenance Program,"Following an earlier article in ""Public Productivity Review"" on the development of performance indicators for the Pennsylvania Department of Transportation, the author presents results on the productivity of the highway maintenance program. In addition to illustrating how such data can be useful to managers, the article explores the complementarity among different types of indicators. Of central concern is the linkage from routine data on production levels and internal operating efficiency to actual road condition, as recorded by trained observers and the further relationship between road condition and perceived effectiveness, as revealed through a citizen survey.",https://www.jstor.org/stable/3379818,1980,Public Productivity Review,10.2307_3379818
0,0,0,Productivity Improvement in Non-Personnel Resources,"Rising expenses, government regulations, and third party reimbursement policies mitigate against the ability of public hospitals to reverse or moderate skyrocketing operating costs while providing high quality care. The authors contend that increased productivity in the use of non-personnel resources, whose costs comprise twenty to thirty percent of most hospital budgets, is a key to stabilizing hospital costs. Materials, information, and contract management productivity techniques are discussed in terms of anticipated benefits.",https://www.jstor.org/stable/3379917,1981,Public Productivity Review,10.2307_3379917
0,0,0,"What Does the Package Really Cost? (Presentation to ICMA Conference, Seattle, 1975)",None,https://www.jstor.org/stable/3380142,1975,Public Productivity Review,10.2307_3380142
0,0,0,Quality-of-Working-Life Systems in Large Cities: An Assessment,"In theory, QWL programs entail a cooperative mode of labor-management relations that should enhance organizational productivity and employee satisfaction. In practice, however, municipal QWL programs have been unstable and often restricted in scope to relatively unimportant decisions. This article explores why municipal QWL programs are started and sustained, yet why they fail to become more vital parts of organizational decision making.",https://www.jstor.org/stable/3380149,1975,Public Productivity Review,10.2307_3380149
0,0,0,Improving Productivity in the Public Sector: An Analysis of Two Tools: Marketing and Citizen Involvement,"Discusses public sector application of two techniques, marketing and citizen involvement. Although not generally identified with productivity improvement, both procedures, already used successfully in the private sector, may prove to be effective public sector management tools as well.",https://www.jstor.org/stable/3380220,1977,Public Productivity Review,10.2307_3380220
0,0,0,Quality Circles: Practical Considerations for Public Managers,"Adequately measuring the success of quality circle programs, even in blue collar jobs, is difficult. Thus, federal managers must consider whether quality circles can be utilized effectively in government, particularly with white collar employees, and whether the anticipated results are worth the anticipated costs of implementing them. The authors review the quality circle concept and raise several major questions for consideration. They then discuss some implications of these questions for federal managers who seek to implement them. The authors conclude that quality circles can be utilized in public sector settings under certain circumstances, but that they should be considered as only one element in the managerial arsenal of productivity and quality of working life improvement techniques.",https://www.jstor.org/stable/3380398,1981,Public Productivity Review,10.2307_3380398
0.5,0,0,Vision-Based Diagnosis: Mobilizing for Transformational Change in a Public Organization,This article discusses the applicable literature on organizational transformation (OT) distinct from organizational development (OD) in the initial or mobilizing phase of organization improvement. It also presents a case study in which a public-sector organization has begun to apply a model of OT to mobilize itself for change. The article concludes by discussing the conditions required to support the OT model in a public organization.,https://www.jstor.org/stable/3380600,1989,Public Productivity & Management Review,10.2307_3380600
0,0.5,0,City-County Consolidation Issues in Colorado: The GRIP Studies,"The productive opportunities for intergovernmental management are often underscored by attempts at consolidation. This article explores the limits of local consolidation, tracking a series of studies and examining options. Particular attention is directed to political constraints.",https://www.jstor.org/stable/3380668,1991,Public Productivity & Management Review,10.2307_3380668
0,0,0,Control Options for the Public Manager: An Analytic Model for Designing Appropriate Control Strategies,This article presents an integrated framework for control analysis in the public sector. Florida's program of community care for the elderly illustrates benefits of approaching organizational control strategy from the perspective of an integrated model of control. Use of such a model highlights overlooked control options in existing public programs and provides control foresight in the design of new programs.,https://www.jstor.org/stable/3380691,1986,Public Productivity & Management Review,10.2307_3380691
1,0,0,A Hummelian View of the Gore Report: Toward a Post-Progressive Public Administration?,"Were the Gore report written for the academic public administration literature, where would it be situated? The report is interpreted against the key premises of various schools of thought in public administration. The frequent use of market metaphors strongly suggests a public choice orientation, but also implicit in the report is a neo-Weberian critique of rationalistic control that is reminiscent of Ralph Hummel's inquiries, especially as found in ""The Bureaucratic Experience.""",https://www.jstor.org/stable/3380695,1990,Public Productivity & Management Review,10.2307_3380695
0,0,0,The Utility of Internal Consultant Groups,"Internal consultant groups can be useful in developing necessary operational criteria for intra-organizational service centers structured as internal service profit centers, and in improving the overall functioning of municipal governments. Their use conserves resources and enhances the skills and commitment of participating employees.",https://www.jstor.org/stable/3380911,1982,Public Productivity & Management Review,10.2307_3380911
0,0,0,Positive-Findings Bias in Quality of Work Life Research: Public-Private Comparisons,This study tests two common assumptions: that quality of work life outcomes vary inversely with the rigor of the design and methodology of evaluative studies and that major differences exist between public and business settings. The authors present and analyze basic differences in public and business patterns.,https://www.jstor.org/stable/3380941,1982,Public Productivity & Management Review,10.2307_3380941
0,0,0,Program Performance Measures: Designing a System to Manage for Results,This article is intended to serve as a primer by addressing a series of basic questions about the development and use of measures of performance as a tool to improve program results.,https://www.jstor.org/stable/3381017,1992,Public Productivity & Management Review,10.2307_3381017
1,0,0,Financial Management and the Reinvention of Government,"To facilitate the reinvention of state and local government, budget offices must change their culture and practices. New strategies to balance budgets across the full range of the business cycle can stabilize the fiscal environment in line agencies and reduce the need for detailed budget controls.",https://www.jstor.org/stable/3381020,1984,Public Productivity & Management Review,10.2307_3381020
0,0,0,On Becoming Just Another Contractor: Contract Competition and the Management of Science at Sandia National Laboratories,"Private-sector companies have managed many of the national energy laboratories (like Sandia National Laboratories) since their inception during the Manhattan Project. Political leaders at the time argued that American companies were the best-equipped organizations to manage efficiently large-scale scientific and technical endeavors. However, by the 1990s the U.S. Congress and the Department of Energy (DOE) introduced contract competitions as a means of instilling greater market discipline and cost controls on the operation of the labs. In this paper, the types of changes stimulated by contract competition are explored through a case study of scientists and administrators working at Sandia National Laboratories. Sandia personnel see contract competition as having little to do with instilling market discipline or the performance of the contractor. Instead, contract competition is understood as an opportunity for the DOE to change fundamentally the terms and conditions governing lab operations. They describe each competition as a complicated three-way negotiation among the lab, the potential contractor, and the DOE, in which the primary topics of debate are on cost controls, performance metrics, and accountability rules. This paper examines the costs that such competitions impose on the operations of the laboratory.",https://www.jstor.org/stable/3381061,2000,Public Performance & Management Review,10.2307_3381061
0,0,0,What's Wrong and What Should Be Done?: Comments on the Case Study,None,https://www.jstor.org/stable/3381078,1993,Public Performance & Management Review,10.2307_3381078
1,0,0,The Role of Social Indicators in Developing a Managing for Results System,"Monitoring change over time is an important aspect of results-oriented management. Social indicators provide information on trends in the conditions of children, families, and communities. In Delaware, the social indicator program known as Families Count is a building block in the state's development of a managing for results system. This article describes the development, use, and institutionalization of the Families Count program in Delaware. Then, the Families Count indicators are discussed in the context of Delaware's current and planned alignments and linkages of strategic plans, performance measures, and program evaluations. The article concludes by identifying the lessons learned, considering the implications of the Delaware experience for the role of social indicators in a results-oriented system, and stating remaining challenges for the success of this system.",https://www.jstor.org/stable/3381088,1997,Public Performance & Management Review,10.2307_3381088
0,0,1,"A Response to ""Prompting the Transformation of Public Organizations""",None,https://www.jstor.org/stable/3381193,1989,Public Performance & Management Review,10.2307_3381193
0,0,0,Dynamics of Trust among Entities in a Mechanistic Simulation Model: With Research Implications for Public Organizations,"We develop a mathematical model describing the dynamics of trust relationships among multiple entities. Those entities may represent individuals, businesses, or political organizations, or a combination of these. We model all reciprocal trust relationships, including self-trust (or internal trust), and examine the interaction of eight primary factors: actual performance, expected performance, variation in both actual and expected performance, tolerance thresholds, cooling period after performance failure, relational influence among organizations, and leadership clout. Exercising the model, we find that each of these factors may have a different impact on the trust dynamics of the system as a whole. Some of the factors lead to system stability and others to system breakdown. Cycles of trust and distrust are observed. These results may have some implications for business and governmental organizations, and we outline some areas of future research that might further advance our understanding of these dynamics.",https://www.jstor.org/stable/3381208,2001,Public Performance & Management Review,10.2307_3381208
0,0,0,Use of Industrial Engineering in Measuring Police Manpower: A Small City Case Study,"One of the most common challenges facing municipal governments is the balance of manpower and service levels with budgetary constraints and community desires. Although it has been historically underused in the public sector, industrial engineering can offer local administrators a variety of analytical and objective measures that can be used to justify organizational decisions that directly affect the efficiency, effectiveness, and quality of governmental operations. Using a case study involving the analysis of police manpower, this article suggests that industrial engineering techniques can be applied effectively to public sector operations leading to better decision making by elected officials and administrators.",https://www.jstor.org/stable/3381274,2001,Public Performance & Management Review,10.2307_3381274
0,0,0,"Attitudes, Performance, and Institutions: Spanish Citizens and Public Administration","This article presents the two perspectives that have analyzed citizens' attitudes toward public administration: a macro-perspective on democratic governance versus studies on micro-performance. The article aims to compensate for some of the analytic problems existing in each perspective related to public administration. An approach is proposed that assumes the complex nature of public administration and tries to overcome the shortcomings of the democratic governance school, which focuses solely on variations in the attitudes of the subjects and not so much on their object (administrative institutions and outputs). It also seeks to avoid some of the methodological pitfalls in studies focusing too narrowly on the performance of particular public organizations. Using the case of Spain to apply the concepts of process and structure congruence, the article shows how citizens' attitudes toward public administration are primarily influenced by political culture, specific public activities, and institutional design.",https://www.jstor.org/stable/3381309,2003,Public Performance & Management Review,10.2307_3381309
0,1,1,It's All in the Name: Failure-Induced Learning by Multiunit Chains,"We examine factors leading multiunit chains to adopt a common naming strategy, that is, naming components in a manner that identifies them with each other and the overall chain, rather than a local naming strategy that identifies a chain's components with their locations but not each other. Because chains' naming strategies have been shown to be critical to their success, we examine the effects of component failures on naming strategies. We advance organizational and interorganizational learning processes to explain chains' adoption of local naming strategies, which stress local adaptation, or common naming strategies, which emphasize standardization. In contrast to past research emphasizing learning from success, we focus on learning from the failure of strategy, specifically, the failure of a chain's own and other chains' commonly and locally named components. Two fundamental results emerge from our analysis of Ontario nursing home chains' naming strategies from 1971 to 1996. One is that nursing home chains learned from their own and others' failures, and the second is that the chains learned less from failures when they had a historical investment in the failing strategy.",https://www.jstor.org/stable/3556618,1990,Administrative Science Quarterly,10.2307_3556618
0,0,1,A Healthy Divide: Subgroups as a Stimulus for Team Learning Behavior,"This paper examines the relationship between subgroups and team learning behavior, defined as a cycle of experimentation, reflective communication, and codification. We develop the construct of ""subgroup strength,"" defined as the degree of overlap across multiple demographic characteristics among a subset of team members. Contrary to conventional wisdom, we propose that the presence of subgroups within a team may stimulate learning behavior and that organizational design features, such as performance management by an external leader, team empowerment, and the availability of a knowledge management system, may have different effects on teams, depending on subgroup strength. Data on 156 teams in five pharmaceutical and medical products firms confirmed that moderately strong demographic subgroups in teams fostered learning behavior. In addition, both very homogeneous and very heterogeneous teams were more inclined to engage in learning behavior, but only if we controlled for the concurrent effect of subgroup strength. Finally, subgroup strength moderated the impact of organizational design features on team learning. Overall, this study contributes to the literature on team composition, design, and learning by highlighting the importance of subgroups for understanding team behavior.",https://www.jstor.org/stable/3556657,1997,Administrative Science Quarterly,10.2307_3556657
0,0,1,Sex Proportion and Performance Evaluation among High-Ranking Military Officers,"This field study examined the relationships between sex proportion and performance evaluation among 3014 high-ranking officers (Majors and Lieutenant Colonels) in the Israeli Defense Forces. Women's performance was rated lower than that of men when the women were token members of their units. However, the performance of women was rated higher than that of men when they constituted a higher proportion. Men's overall performance did not covary with proportion. In addition, the interaction of sex with proportion had a significant effect on the dimensions of Operational and Analytic Competence. The pattern of findings supports Kanter's framework of skewed and tilted groups.",https://www.jstor.org/stable/3649615,1996,Journal of Organizational Behavior,10.2307_3649615
1,0,0,Damned by Our Own Theories: Contradictions between Theories and Management Education,None,https://www.jstor.org/stable/40214103,2002,Academy of Management Learning & Education,10.2307_40214103
0,0,1,The Effects of Sex Composition on Small-Group Performance in a Business School Case Competition,None,https://www.jstor.org/stable/40214179,2003,Academy of Management Learning & Education,10.2307_40214179
0.5,0,0,Bad Apples or Bad Barrels? A Former CEO Discusses the Interplay of Person and Situation with Implications for Business Education,"Recent corporate scandals have directed public attention to the importance or business ethics and social responsibility. Although culpability can be assigned to a myriad of causes, there is no question that the business education process can ameliorate or exacerbate the problem. Terry Broderick, former president and chief executive officer of Royal & SunAlliance USA, was interviewed to gain insight on the state of business ethics today and what business educators can do to instill the importance of ethical decision making in current and future business leaders.",https://www.jstor.org/stable/40214388,2006,Academy of Management Learning & Education,10.2307_40214388
0,0,0,Creating Transformational Executive Education Programs,"This essay concerns the design of transformational executive programs. A transformational program presupposes a change in behavior of the attending executive so that the latter becomes more effective in personal or organizational change. To understand what influences the transformational process three triangular conceptual frameworks (building on the short-term dynamic psychotherapy tradition) are presented: the mental life triangle, the conflict triangle, and the relationships triangle. The first shows that cognitive and emotional processes need to be taken into consideration to create changes in behavior. The second describes the sources of thoughts and feelings that may prompt anxiety and cause defensive reactions prohibiting change and productive use of talents. The third relationships triangle explains how an individual's previous experiences create patterns of response that are repeated throughout life and can become dysfunctional. Five major challenges in program design are also examined: selecting participants; identifying the focal issue on which participants need to work; the creation of a safe transitional space that enables the change process; using the group dynamic to foster transformation and to arrive at internalization of the change process; and the educational implications for faculty, facilitators, and coaches.",https://www.jstor.org/stable/40214463,2007,Academy of Management Learning & Education,10.2307_40214463
0,0,1,"Journey to a Different Place: Reflections on Taylor Cox, Jr.'s Career and Research as a Catalyst for Diversity and Training",None,https://www.jstor.org/stable/40214557,2008,Academy of Management Learning & Education,10.2307_40214557
0.5,0,0,Academic Rankings in Research Institutions: A Case of Skewed Mind-Sets and Professional Amnesia,None,https://www.jstor.org/stable/40214578,2009,Academy of Management Learning & Education,10.2307_40214578
0,0,0,Cultural Pragmatists? Student Perspectives on Learning Culture at a Business School,"Based on research carried out at a major Scandinavian business school 1 explore students' perceptions of the way that culture is taught in an international business degree. Students' uncertainty about how to tackle cultural analysis in their study tasks is discussed in the light of their confusion over the concept of culture itself, the theoretical models they are taught and the lack of conceptual integration on the IB programs. The findings indicate that even a strong emphasis on culture taught within the framework of a highly integrated, interdisciplinary international business program, with a student population that ought in theory to be particularly receptive to cultural matters, is not enough in itself to guarantee that students engage with culture seriously during their studies. I recommend strengthening conceptual integration in IB programs by providing students with readings that explicitly address business activities from a cultural perspective to avoid a situation where they opt for cultural ""short-cuts"" in their assignments in the form of overly general, values-based descriptive approaches to culture.",https://www.jstor.org/stable/40214588,2009,Academy of Management Learning & Education,10.2307_40214588
0.5,0.5,0,A Construct of Organizational Social Effectiveness,None,https://www.jstor.org/stable/40226169,1973,Management International Review,10.2307_40226169
0,0,0,The Concept of Ideal Types as a Method of Understanding Organizational Behavior,None,https://www.jstor.org/stable/40226551,1971,Management International Review,10.2307_40226551
0,1,0,Disinvestment: A New Problem in Multinational Corporation Host Government Interface,"The threat the multinationals hold over host governments is that of disinvestment and its consequences. This threat has become a major source of conflicts and misconceptions in recent years between the donors and recipients of foreign investment - multinationals and host governments respectively. Disinvestment, as far as multinationals are concerned, may be implemented either on a voluntary basis, if the decision is taken by the multinational itself, or on a involuntary basis, if the decision is taken by the host government through nationalization or expropriation. It is very often suggested that the major power the multinational has is in the investment area. Usually this is taken to be the power of deciding either to invest or not, in a particular country. The power of disinvestment is mentioned but only in a subsidiary sense. In reality the power in the disinvestment situation is greater than that of the investment situation, and can cause great concern on bothsides. In order to find a common ground between the interests of the host countries and the multinationals, aframework of triangular interaction between the multinationals, host governments and parent governments is considered with a focal point in the centre containing international organisations. /// Les gouvernements locaux se trouvent sous la menace que les sociétés multinationals pourraient se décider à diminuer leurs investissements dans le pays-hôte ou même à désinvestir, décision qui peut avoir des consé-quences graves pour le pays touché par une telle mesure. Cette menace potentielle a donné au cours des dernières années naissance à des conflits et des malentendus entre les donneurs et les bénéficiares des investissements étrangers, à savoir les sociétés multinationals et les gouvernements locaux. Sur le plan de la société multinationale, le désinvestissement peut être volontaire et notamment lorsque c'est elle qui prend la decision de désinvestir ou involontaire lorsque c'est le gouvernement local qui prend la décision de nationaliser ou d'exproprier la société. On dit très souvent que le pouvoir majeur de la société se trouve dans le domaine des investissements. Cepouvoir consisterait alors à décider d'investir ou non dans un pays déterminé. Le pouvoir de désinvestir est, il est vrai, rappelé, mais en fait considere comme un pouvoir subsidiaire. En réalité, une société multinationale se trouve dans une position plus forte lorsqu'elle devra prendre une décision de désinvestissement que lorsqu'elle se trouve confrontée avec une décision d'investissement, et cela peut occasionner bien des soucis aux parties en cause. Pour faciliter la recherche d'un dénominateur commun entre les intérêts du pays-hôte et les sociétés multinationales, l'auteur présente un cadre d'interactions triangulaires entre les sociétés multinationales, les gouvernements des pays-hôtes et les gouvernements des pays dans lequel se trouve domiciliée la société-mère, tan-dis qu'au centre du triangle sont figurées les institutions internationales. /// Die Drohung, welche internationale Unternehmen den Regierungen der Gastländer neuerdings entgegenhalten, ist die der Desinvestion und damit verbundene Konsequenzen. Diese Gefahr ist zu einer Quelle von Konflikten und Miβverständnissen zwischen den Gebern und Empfängern von Auslandskapital, nämlich den internationalen Unternehmen und den Gastlandsregierungen, geworden. Desinvestionsentscheidungen können von der internationalen Unternehmung her als freiwillig oder unfreiwillig angesehen werden. Im ersten Fall wird diese Entscheidung vom Unternehmen selbst, im zweiten Fall von der Gastlandsregierung getroffen und wird über Verstaatlichung oder Ausweisung realisiert. Meistens wird der internationalen Unternehmung die größte Macht im Bereich der Investionstätigkeit auf der Basis von Investitionsentscheidungen zugunsten eines bestimmten Auslands zugeschrieben. Die Machtquelle der Desinvestion wird zwarerwähnt, aber oft nur in zweitrangiger Bedeutung. In Wirklichkeit ist jedoch die Desinvestion mit einemgrößeren Machtpotential verbunden als die Investion und kann zu großen Sorgen bei beiden Parteien führen. Um eine gemeinsame Beziehungsebene zwischen den Interessen der Gastländer und den internationalen Unternehmungen bereitstellen zu können, wird im vorliegenden Beitrag ein Dreiecksmodell zur Erfassung der Beziehungen zwischen internationalem Unternehmen, Gastlands- und Heimatregierung vorgestellt, in dessen Mittelpunkt die internationalen Verbände aufgenommen werden.",https://www.jstor.org/stable/40227275,1976,Management International Review,10.2307_40227275
0,0,0,Accounting Risk Associations of Internationally Interlisted Firms,"Reactions to publicly reported corporate accounting by international and national investors are examined. The empirical setting is Canada and the United States and the firms interlisted on stock exchanges between them. The methodology is a statistical association relating market to accounting determined risk measures. Stable temporal comparisons reveal that international investors prefer detailed financial information whereas domestic investors desire summary figures. Also, national reporting improvements are not projectible internationally. The data suggest that a preferable set of international accounting standards is not derived by condensing various national accounting standards but requires solutions unique to the international context. /// Les auteurs examinent les réactions des investisseurs à I'égard des informations financières fournis par les sociétés. L'enqugte a porté sur des sociétés domiciliées aux Etats-Unis et au Canada cotées en bourse dans les deux pays. La méthode appliquee consiste h établir une corrélation entre les indicateurs de risques associés au marché financier et ceux calculés h partir des donnCes comptables. Les études comparatives ont montré que les investisseurs opérant sur le march6 fmancier international préférent recevoir des informations extensives, tandis que les investisseurs operant sur le marché national se contentent d'informations synthétiques. En outre, il parait que des amiliorations dans lapresentation des comptes dans un pays domC n'a pas d'effet sur le plan international. Les dondes permettest de penser qu'il n'est pas possible de développer un systéme international optimal de principes internationaux h partir de systémes nationaux, mais qu'il faut mettre au point un systéme spicifiquement international. /// In dem Artikel werden Reaktionen von internationalen und nationalen Kapitalanlegern a d die externe Rechnungslegung von publizititspflichtigen Gesellschaften untersucht. Der empirische Rahmen der Untersuchung bezieht sich auf Kanada und die USA und solche Gesellschaften, die in beiden Lindern notiert sind. Aus mehodischer Sicht werden Risikofaktoren aus Kapitalmarktmodellen mit Risikogrößen, die sich aus der externen Rechnungslegung ergeben, korreliert. Zeitlich besthdige Vergleick habe; gezeigt, daß Kapitalanleger, die a d internationalen Kapitalmkkten investieren, detaillierte Informationen vorziehen, wärend sich inländische Investoren mit aobalen Informationen begnügen. Ferner wirken sich nationale Verbaserungen der Publiziht nicht auf internationaler Ebene aus. Die Daten weisen darauf hin, daß eine Verbesserung des Systems internationaler Vorschriften der Rechnungslegung nicht durch Zusammenfassen verschiedener nationaler Vorschriiten erreicht werden kann, sondern besondere Losungen erfordert, die dem internationalen Zusammenhang Rechnung tragen.",https://www.jstor.org/stable/40227322,1977,Management International Review,10.2307_40227322
0,0,0,"Market Conditions, Decentralization and Managerial Effectiveness in South African and American Corporations","To examine the effect of market conditions on the relationship between decentralization and managerial effectiveness, 135 managers (five from each of 15 United States and 12 South African manufacturing firms) completed a short questionnaire to assess the degree to which they perceived their market to be competitive. In addition, measures were obtained of the degree of centralization in decision-making as well as the level of satisfaction of a sample of employees in each firm. Net profits and net growth over the previous five years were used to assess managerial performance. Under competitive conditions, decentralization was positively related to employee satisfaction and managerial performance in both the Unitd States and South Africa. However, in South Africa, under non-competitive conditions, centralized firms were superior to decentralized firms in these respects. The different results obtained in the two countries are explained in terms of the greater need of United States employees to participate in decision-making and hence to react positively to decentralization, irrespective of market conditions. /// Cent trente cinq managers (cinq de chacune des quinze sociétés américaines interrogées et douze des sociétés sud-africaines) ont répondu à un questionnaire leur demandant comment ils voyaient ľétat de la concurrence dans leurs marchés respectifs. De plus, on a mesuré le degré de centralisation des processus décisionnels et le niveau de satisfaction des collaborateurs au moyen ďun sondage. Ces performances des managers étaient évaluées sur la base des résultats financiers des cinq dernières années. On a constaté que dans une situation de concurrence le niveau de satisfaction des collaborateurs et les performances des managers sont favorablement influencés par le système de décentralisation. Cette observation s'applique aux sociétés américaines comme aux sociétés sud-africaines. Par contre, en Afrique du Sud, dans une situation d'absence de concurrence, les sociétés ayant un système centralisateur avaient de meilleurs scores dans ces deux domaines. Les différences constatées entre les deux pays s'expliquent par le fait que les collaborateurs américains préfèrent être associés aux prises de décisions et réagissent derechef positivement aux mesures de décentralisation queues que soient les conditions du marché. /// In diesem Artikel wird die Wirkung von Marktbedingungen auf das Verhältnis zwischen Dezentralisation und Effizienz der Führungskräfte untersucht. Zu diesem Zweck beantworteten 135 Manager (jeweils 5 aus 15 US-amerikanischen Staaten sowie jeweils 5 aus 12 südafrikanischen Industrieunternehmungen) einen kurzen Fragebogen, der dazu dienen sollte, das Ausmaß zu bestimmen, in dem die Führungskräfte den Wettbewerbsgrad ihres Marktes wahrnahmen. Zusätzlich wurde der Zentralisationsgrad von Entscheidungsprozessen und an einer Stichprobe der Beschäŕtigten jeder Unternehmung das Zufriedenheitsniveau gemessen. Die Leistung der Führungskräfte wurde bestimmt durch die Nettogewinne und das Nettowachstum der vorausgegangenen 5 Jahre. Unter Konkurrenzbedingungen bestand ein positives Verhältnis zwischen Dezentralisation einerseits und Mitarbeiterzufriedenheit und Leistung der Führungskräfte andererseits sowohl in den USA wie in Südafrika. Hinsichtlich dieser Merkmale waren jedoch in Südafrika bei fehlender Konkurrenz zentraüsierte Unternehmungen dezentralisierten überlegen. Die unterschiedlichen Ergebnisse in den beiden Ländern werden erklärt durch das stärker ausgeprägte Bedürfnis amerikanischer Arbeitnehmer, an Entscheidungsprozessen mitzuwirken und daher unabhängig von den Marktbedingungen positiv auf Dezentralisation zu reagieren.",https://www.jstor.org/stable/40227370,1978,Management International Review,10.2307_40227370
0.5,0,0,The Managerial Implications of Multinational Information Centers (II),"Two of the most important characteristics of our emerging world economy are that it will be both information rich and global in nature. One multinational organization, defined in this paper as a ""Multinational Information Center"", is becoming a very important means for supporting the continued institutionalization of the world economy. Through the process of linking telecommunications technologies with appropriate computer facilities, the Multinational Information Center will provide managers in a variety of multinational organizations with information services relevant to managing their complex organizations. In this paper, the author discusses a number of typologies of Multinational Information Centers and then outlines the implications of these Centers for management, for economic and social development, and for multinational public policy making. As with any new use of technology, Multinational Information Centers represent both great promise and some peril. The author suggests issues that must be confronted in order to avoid the negative spin-offs of this technology. /// Deux faits importants caractériseront notre économie mondiale en gestation: elle sera riche en informations et elle enveloppera le monde entier. Une institution multinationale, appelée dans cette etude «Centre d'information multinational», est sur le point de devenir un moyen extrêmement important dans le processus d'institutionalisation continue de ľ'économie mondiale. Grace aux réseaux de telecommunications, le centre ď information multinational fournira aux dirigeants d'entreprises multinationales des informations dont ils ont besoin pour diriger leurs entreprises complexes. Uauteur passe en revue quelques types de centres ďinformation multinationaux et esquisse ensuite les effets de ces centres pour la gestion, le développement économique et social et pour les prises de decisions de politique multinationale. Comme cela est le cas avec tout nouvel emploi de technologie, ces centres peuvent apporter des contributions positives, mais ils comportent aussi des dangers. Ľauteur propose des solutions qui doivent être testées afin d'éviter les effets négatifs de cette nouvelle technique. /// Informationsreich und von Natur aus allumfassend sind zwei der wichtigsten Merkmale der sich entwikkelnden Weltwirtschaft. Eine besondere multinationale Organisation, in diesem Artikel definiert als ""Multinationales Informationszentrum"", gewinnt zunehmende Bedeutung bei der weiteren Institutionalisierung der Weltwirtschaft. Durch die Verbindung telekommunikativer Technologien mit entsprechenden Computereinrichtungen wird das Multinationale Informationszentrum Manager in verschiedenen multinationalen Organisationen mit Informationsdiensten versorgen, die für die Führung ihrer komplexen Organisationen von Bedeutung sind. In diesem Artikel bespricht der Autor eine Reihe von Typologien Multinationaler Informationszentren und zeigt dann Auswirkungen dieser Zentren auf das Management, die wirtschaftliche und soziale Entwicklung und die multinationale öffentlichkeitspolitik auf. Wie bei jeder neuen Anwendung von Technologien bringen auch Multinationale Informationszentren sowohl hohe Erwartungen wie auch Gefahren mit sich. Der Autor weist auf Probleme hin, die sich ergeben, wenn die negativen Folgewirkungen dieser Technologie vermieden werden sollen.",https://www.jstor.org/stable/40227385,1978,Management International Review,10.2307_40227385
